Record ID (System);Nav Customer No;Company name;Legal Name 1;Customer Status;Priority Customer;Solution hosted Air Support;Country;Country.Region;Country.Sub Region;VAT-Free;Invoice Type;Operator;Region + Tier;Invoicing every;Tails – PPS;Tails – OC-FW, Terr;Tails – OC-FW, SAT;Tails - OC-NOTAM;Tails - Last changed;Tails - Last changed by;OC Only;Blocked;Termination received;Termination as per;Churn Reported Date;Churn SaaS-method;Churn value;Avoidable/Un-avoidable;Churn reason;Closed, last invoice date;Value DKK last Invoice;Customer Since;Integrator;Current FPL System;FPL Binding date;NDA;NDA changed;NDA Responsible;Rolling Contract;Cancel Terms;Price Group;Price escalation %;Created (System);Supplier;Sales Responsible;EU Air Safety List;Binding Date FW;Blocked Date;Blocked by;Blocked Reason;Blocker
1099;;Air Peace;Air Peace;Customer via;2;;Nigeria - NG - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;2026-07-01;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1100;COM12598;Air Pink doo ( airpink.rs );Air Pink doo;NonCust;;;Serbia - RS - Europe;Europe;Europe Southern;;Standard;GA-BA;EUR4;1 month;0,00;0,00;0,00;0;;;;All;;2024-03-05;2024-03-31;2024-04-01;388.609,00;Unavoidable;Shutting down the company.;;  ;2014-01-01;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2024-04-04;Customer;Shutting down the company.;TRL
1101;;Air Spray USA;Air Spray USA;PotCust;;;Canada - CA - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1102;COM13614;AIR SUPPORT A/S;Air Support A/S;NonCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
1124;COM14327;Air Tahiti S.A.;Air Tahiti S.A.;Customer;;●;French Polynesia - PF - Oceania;Oceania;Polynesia;;Standard;AIRL;AME3;1 month;0,00;0,00;0,00;0;2026-04-17;Lene Villumsen;;;;;;;0,00;;;;  ;2026-02-18;;Home built sytem;;●;2026-08-23 16:48;Kristian Bøtkjær;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1125;COM11467;Air Tanzania Company Ltd.;Air Tanzania Company Ltd.;PotCust;;;Tanzania, United Republic of - TZ - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1126;COM12839;Air-Taxi Europe Gmbh;Air-Taxi Europe Gmbh;Quarantine;3;;Germany - DE - Europe;Europe;Europe Western;;Standard;GA-BA;EUR5;1 month;4,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;All;2025-12-18;2025-12-18;2025-12-31;2025-12-31;67.682,00;Unavoidable;see history;;  ;2015-05-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Sean McLean;;;2025-12-16;Air Support;No communication, no payment;TRL
1127;COM13497;Air Taxi and Charter International;Air Taxi and Charter International;PotCust;;;Spain - ES - Europe;Europe;Europe Southern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP with PPS;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
1128;COM12398;AIR TRANSPORT EUROPE, spol. s r.o. (ATE);AIR TRANSPORT EUROPE, spol. s r.o.;Customer;3;;Slovakia - SK - Europe;Europe;Europe Eastern;;Standard;GA-BA;EUR5;1 month;1,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2012-09-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
1129;;Air Transport International LLC;Air Transport International LLC;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1130;COM14029;InterCaribbean Airways;interCaribbean Airways, Ltd;Customer;1;●;Turks and Caicos Islands - TC - Americas;Americas;America, Latin and the Caribbean;;Standard;AIRL;AME4;1 month;16,00;17,00;0,00;0;2026-08-04;Teresa Bass Mølholm;;;;;;;0,00;;;;  ;2023-03-21;;PPS;2026-03-31;;;;Continues untill notice;6M;2022;8,00;2020-10-03 10:02;;Brett Richard Danks;;2026-03-31;;;;
1132;;Air VIA;Air VIA;PotCust;;;Bulgaria - BG - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
1133;COM12630;AIR VOLTA;AIR VOLTA;PotCust;;;Bulgaria - BG - Europe;Europe;Europe Eastern;;Standard;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;2023-10-30;;44.489,00;Avoidable;Going to ForeFlight for webbased solution.;;  ;2014-02-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2023-11-07;Customer;The customer has terminated the contract;cm
1134;COM14601;AIR WISCONSIN AIRLINES;AIR WISCONSIN AIRLINES;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Sabre;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1135;COM12530;Air X Charter Ltd;Air X Charter Ltd;Customer;3;;Malta - MT - Europe;Europe;Europe Southern;;Standard;GA-BA;EUR5;1 month;0,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2013-05-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Matias Magnasco;;;2024-02-06;;;cm
1137;COM11452;UNICAIR (Air Alliance Express AG & Co. KG);Unicair GmbH;Customer;2;●;Germany - DE - Europe;Europe;Europe Western;;Old;GA-BA;EUR4;3 months;11,00;0,00;0,00;0;2026-07-01;Bjarne Krog;;;;;;;0,00;;;;  ;2012-12-01;;PPS;;;;;12M;1M;2012-2016;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
1138;COM14096;AirAsia Group Berhad;AirAsia Group Berhad;PotCust;;;Malaysia - MY - Asia;Asia;Asia South-eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;2024-02-28;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
1139;;AirBlue;Airblue Ltd.;PotCust;;;Pakistan - PK - Asia;Asia;Asia Southern;;Standard;AIRL;APAC4;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Navblue Navtech;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
1140;COM12413;AIRBUS TRANSPORT INT. (FR89383474814);AIRBUS SAS (FR89383474814);PotCust;;;France - FR - Europe;Europe;Europe Western;;Standard;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2012-11-01;;ARMS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2020-11-11;Customer;Terminated agreement end 2020.;MB
1142;COM13040;Aircompany Armenia LLC (Air Dilijans LLC);Air Dilijans LLC;NonCust;;;Armenia - AM - Asia;Asia;Middle East;;Standard;AIRL;APAC5;1 month;0,00;0,00;0,00;0;;;;All;2024-09-11;2024-09-11;2024-09-11;2024-09-11;35.797,00;Unavoidable;No aircraft left.;;  ;2016-09-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;2024-10-02;Customer;No aircraft left.;TRL
1144;COM12929;airCreebec;airCreebec;Customer;2;●;Canada - CA - Americas;Americas;America, Northern;;Standard;AIRL;AME4;1 month;21,00;0,00;0,00;0;2026-08-05;Lene Villumsen;;;;;;;0,00;;;;  ;2016-07-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Kevin Horne;;;;;;
1146;;Airfast Indonesia;AIRFAST INDONESIA;PotCust;;;Indonesia - ID - Asia;Asia;Asia South-eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
1147;COM12690;AIR INUIT;AIR INUIT;Customer;1;;Canada - CA - Americas;Americas;America, Northern;;Standard;AIRL;AME4;1 month;29,00;0,00;0,00;0;2026-05-05;Lene Villumsen;;;;;;;0,00;;;;  ;2015-05-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1148;COM12379;AIRJETSUL;AIRJETSUL;PotCust;;;Portugal - PT - Europe;Europe;Europe Southern;;Standard;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2017-04-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2021-08-17;Air Support;Closed due to missing payment;TRL
1149;COM11025;AIRLINK GmbH;AIRLINK GmbH;Customer;2;;Austria - AT - Europe;Europe;Europe Western;;Standard;GA-BA;EUR5;1 month;5,00;0,00;0,00;0;2025-12-04;Trine Lindekilde;;;;;;;0,00;;;;  ;1994-10-01;●;PPS;2028-10-01;;;;12M;12M;TR 2025;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
1150;COM13570;Airspeedcharter (AeroStan);AIRSPEEDCHARTER;Customer;;●;United Arab Emirates - AE - Asia;Asia;Middle East;;Standard;AIRL;APAC5;1 month;4,00;2,00;0,00;0;2026-08-04;Lene Villumsen;;;;;;;0,00;;;;  ;2019-11-14;;PPS;;;;;1M;20D;2018-2019;8,00;2020-10-03 10:02;;Oliver Williams;;;;;;
1152;COM13985;Airstream;Airstream a.s. Ltd;PotCust;;;Czechia - CZ - Europe;Europe;Europe Eastern;;Standard;GA-BA;EUR4;1 month;0,00;0,00;0,00;0;;;;All;2024-01-09;2024-01-31;2024-01-31;2024-02-01;83.069,00;Avoidable;Changing to a provider who is a friend of their CEO.;;  ;2018-01-03;;NAV;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2024-02-20;Air Support;Churned iflg. HEH mail 20.02.2024;cm
1154;COM13649;Airtask Ltd;Airtask Ltd;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Sean McLean;;;;;;
1155;COM14140;AIR-TEC;AIR-TEC;PotCust;;;South Africa - ZA - Africa;Africa;Africa Sub-Saharan;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Flitestar;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1156;;AIRTRANS Flugzeugvermietungsgesellschaft mbH;AIRTRANS Flugzeugvermietungsgesellschaft mbH;PotCust;;;Germany - DE - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;ForeFlight;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2022-01-03;Air Support;Test expired, decided to go for FF due to Jeppesen terminal charts and pilot driven FPL;MB
1157;;USAG Airways 693 LLC;USAG Airways 693 LLC;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1158;COM12034;Air X Charter (Germany) GmbH & Co KG;Air X Charter (Germany) GmbH & Co KG;PotCust;;;Germany - DE - Europe;Europe;Europe Western;;Standard;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2011-01-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2021-02-15;Air Support;Contract terminated;TRL
1159;COM11902;AIS Airlines;AIS Airlines;Customer;3;;Netherlands - NL - Europe;Europe;Europe Western;;Standard;AIRL;EUR5;1 month;1,00;1,00;0,00;0;2026-01-06;Lene Villumsen;;;;;;;0,00;;;;  ;2010-08-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
1160;COM11885;AJ PRODUKTER AB;AJ PRODUKTER AB;PotCust;;;Sweden - SE - Europe;Europe;Europe Northern;;Old;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2011-11-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2021-09-15;Customer;No need for own account, they have aircraft on Hummingbird AOC;MB
1162;;AK-AIR GEORGIA L.T.D.;AK-AIR GEORGIA L.T.D.;PotCust;;;Georgia - GE - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP without PPS;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;;;;
1164;COM12052;Air Igor (Mng account - Aerotranscargo Moldova);Airigor (Szolgáltató) Kft;PotCust;;;Hungary - HU - Europe;Europe;Europe Eastern;;Standard;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;2023-12-31;2024-04-01;43.888,00;Unavoidable;will use SHJ ahead, they have office next door. I guess that is a better finansiel option for them.;;  ;2012-04-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Sean McLean;;;2024-01-02;Air Support;They have ended they contract with us;cm
1165;;Alaska Airlines Inc;Alaska Airlines Inc;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Flightdeck/Avnet;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1166;;Albawings sh.p.k;Albawings sh.p.k;PotCust;;;Albania - AL - Europe;Europe;Europe Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Anette Asklev;;;;;;
1167;COM13332;Alexandria Airlines;Alexandria Airlines;Customer via;;●;Egypt - EG - Africa;Africa;Africa Northern;;Standard;AIRL;;1 month;2,00;2,00;2,00;0;2026-01-12;Lene Villumsen;;All;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2020-10-03 10:02;;Sean McLean;;;;Air Support;Covid-19 closure. No activity, no payment;Trine Lindekilde
1168;;ALFA AIRLINES SD;ALFA AIRLINES SD;PotCust;;;Sudan - SD - Africa;Africa;Africa Northern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;None;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;Air Support;No sale;
1169;COM13572;ALHAYA AVIATION;ALHAYA AVIATION;Customer;;;Iraq - IQ - Asia;Asia;Middle East;;Standard;AIRL;APAC5;1 month;2,00;0,00;0,00;0;2026-05-05;Lene Villumsen;;;;;;;0,00;;;;  ;2020-01-01;;PPS;;;;;1M;20D;2018-2019;8,00;2020-10-03 10:02;;Oliver Williams;;;;;;
1170;;ALITALIA;ALITALIA;PotCust;;;Italy - IT - Europe;Europe;Europe Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;Lufthansa Lido;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;Air Support;Account closed correctly;Martin Bjerregaard
1172;COM11573;ALKAN AIR;ALKAN AIR;Customer;3;;Egypt - EG - Africa;Africa;Africa Northern;;Old;GA-BA;AFR5;3 months;1,00;1,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2008-08-01;;PPS;;;;;12M;1M;2012-2016;8,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
1173;COM13555;Alliance Air (India);ALLIANCE AIR;PotCust;;;India - IN - Asia;Asia;Asia Southern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;ARMS;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
1174;COM13594;ALLIANCE FLIGHT SUPPORT;ALLIANCE FLIGHT SUPPORT;Customer;3;;Ireland - IE - Europe;Europe;Europe Northern;;New FSP;FSP;EUR5;1 month;0,00;0,00;0,00;0;2025-10-21;Bjarne Krog;;;;;;;0,00;;Churned JAN 2026, unchurned MAR 2026;;  ;2020-03-01;●;PPS;2021-03-31;;;;Continues untill notice;12M;2023;8,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
1176;COM13436;ALLIED AIR;ALLIED AIR;PotCust;;;Nigeria - NG - Africa;Africa;Africa Sub-Saharan;;Old;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;2023-03-28;;170.433,00;Unavoidable;Missing payment;;  ;2019-04-01;;;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;renewed interest LN;
1177;COM12829;AlMasria Universal Airlines;AlMasria Universal Airlines;Customer;2;;Egypt - EG - Africa;Africa;Africa Northern;;Standard;AIRL;AFR4;1 month;8,00;8,00;0,00;0;2026-01-06;Lene Villumsen;;;;;;;0,00;;;;  ;2016-04-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Matias Magnasco;;;2021-11-16;;;TRL
1178;COM12693;Alpha Jet Services PC;Alpha Jet Services PC;NonCust;;;Greece - GR - Europe;Europe;Europe Southern;;New FSP;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;2023-11-30;;47.712,00;Unavoidable;No activity for the past 5 months.;;  ;2014-07-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2023-12-11;Air Support;Terminated the contract;cm
1179;COM14038;Alpha Star Aviation Services/ Infinity Aviation Academy;Alpha Star Aviation Services;Customer;;;Saudi Arabia - SA - Asia;Asia;Middle East;;Old;GA-BA;APAC5;12 months;0,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2022-06-21;;PPS;2025-06-30;;;;Continues untill notice;6M;2022;8,00;2020-10-03 10:02;;Oliver Williams;;;2023-09-27;;;cm
1180;COM13432;AFS ALPINE FLIGHTSERVICE GMBH;AFS ALPINE FLIGHTSERVICE GMBH;PotCust;;;Austria - AT - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP with PPS;;;;;;;;0,00;2020-10-03 10:02;;Anette Asklev;;;;;;
1181;COM13891;ALS LIMITED;ALS LIMITED;Customer;2;●;Kenya - KE - Africa;Africa;Africa Sub-Saharan;;Standard;AIRL;AFR4;1 month;13,00;0,00;0,00;0;2026-08-11;Lene Villumsen;;;;;;;0,00;Unavoidable;reopen after partial payment 16/4, with promise of full payment.;;  ;2021-12-01;;PPS;2024-11-30;;;;Continues untill notice;6M;2020-2021;8,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1183;COM12607;ALTENRHEIN LUFTFAHRT GmbH;ALTENRHEIN LUFTFAHRT GmbH;Customer;3;;Austria - AT - Europe;Europe;Europe Western;;Standard;AIRL;EUR5;1 month;1,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2013-12-01;;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
1184;;Alto Aerospace Ltd;Alto Aerospace Ltd;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;RocketRoute;;;;;;;;0,00;2020-10-03 10:02;;Matias Magnasco;;;;;;
1185;;Altona;Altona;NonCust;;;France - FR - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP without PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1186;COM12339;AMAC Corporate Jet AG;AMAC Corporate Jet AG;Customer;3;;Switzerland - CH - Europe;Europe;Europe Western;;Standard;GA-BA;EUR5;1 month;0,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2012-04-01;;Jepp Jetplanner;;;;;Continues untill notice;1M;2011 or before;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
1187;COM11438;AMAPOLA FLYG AB;AMAPOLA FLYG AB;Customer;2;●;Sweden - SE - Europe;Europe;Europe Northern;;Standard;AIRL;EUR4;1 month;11,00;0,00;0,00;0;2026-05-18;Bjarne Krog;;;;;;;0,00;;;;  ;2007-10-01;●;PPS;2025-09-30;;;;Continues untill notice;6M;2012-2016;8,00;2020-10-03 10:02;;Sean McLean;;;;;;
1189;;Línea Aérea Amaszonas S.A.;Línea Aérea Amaszonas S.A.;PotCust;;;Bolivia (Plurinational State of) - BO - Americas;Americas;America, Latin and the Caribbean;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1190;;AMC Aviation poland;AMC Aviation poland;PotCust;;;Poland - PL - Europe;Europe;Europe Eastern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP with PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1191;;AMERIDAIR;AMERIDAIR;PotCust;;;United States of America - US - Americas;Americas;America, Northern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP without PPS;;;;;;;;0,00;2020-10-03 10:02;;Brett Richard Danks;;;;;;
1192;;Amira Air;Amira Air;PotCust;;;Austria - AT - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1193;COM11859;AMJET EXECUTIVE;AMJET EXECUTIVE;Quarantine;;;Greece - GR - Europe;Europe;Europe Southern;;Standard;GA-BA;EUR5;1 month;0,00;0,00;0,00;0;;;;All;;2024-08-12;2024-08-12;2024-08-12;56.276,00;Unavoidable;Missing payment  - year after year.;;  ;2012-10-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2024-08-12;Air Support;No payment, no communication.;TRL
1194;COM13377;AMREF Flying Doctors;AMREF Flying Doctors;Customer;2;;Kenya - KE - Africa;Africa;Africa Sub-Saharan;;Standard;GA-BA;AFR4;1 month;5,00;5,00;5,00;0;2025-11-11;Trine Lindekilde;;;;;;;0,00;;;;  ;2018-12-01;;PPS;;●;2026-08-24 14:11;Jesper Møller;1M;20D;2018-2019;8,00;2020-10-03 10:02;;Lasse Nilsson;;;;;;
1195;COM13460;AOPA DMU;AOPA DMU;NonCust;;;Denmark - DK - Europe;Europe;Europe Northern;;;;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;●;;;;;;;;;0,00;2020-10-03 10:02;;Per Jensen;;;;Air Support;;
1196;COM12361;THREE GREEN AERO (AOSAC / 3Green);3Green Aero Bulgaria Ltd.;Customer;2;●;Bulgaria - BG - Europe;Europe;Europe Eastern;;Old FSP;FSP;EUR5;2 months;7,00;7,00;1,00;6;2026-07-08;Lene Villumsen;;;;;;;0,00;;;;  ;2013-02-01;●;PPS;;;;;1M;20D;2012-2016;8,00;2020-10-03 10:02;;;;;;;;
1197;COM13587;Aquila Aerospace LLC;Aquila Aerospace LLC;NonCust;;;United Arab Emirates - AE - Asia;Asia;Middle East;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;;;;
1199;COM13631;Aquiline Int'l Corp LTD;Aquiline Int'l Corp LTD;PotCust;;;United Arab Emirates - AE - Asia;Asia;Middle East;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;;;Customer Confidential;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;2020-12-01;Air Support;Have a signed agreement, but never received the impl payment. No comm therefore closing account.;MB
1200;COM11314;Arab Wings;Arab Wings;Customer;;;Jordan - JO - Asia;Asia;Middle East;;Standard;GA-BA;APAC4;1 month;10,00;0,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2006-05-01;;PPS;;;;;12M;20D;2011 or before;8,00;2020-10-03 10:02;;Oliver Williams;;;;;;
1201;COM12529;ARCUS AIR GmbH. & Co KG;ARCUS AIR GmbH. & Co KG;Customer via;;;Germany - DE - Europe;Europe;Europe Western;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2025-01-15;;FSP with PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;;Air Support;Another flight planning system chosen;
1202;COM12732;Arena Aviation;Arena Aviation;PotCust;;;United Kingdom of Great Britain and Northern Ireland - GB - Europe;Europe;Europe Northern;;Old;GA-BA;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2017-03-01;;PPS;;;;;;;;0,00;2020-10-03 10:02;;Lasse Nilsson;;;2022-05-17;Air Support;Closed permanently acc to google, therefore blocked;TRL
1203;COM12353;ARKIA;ARKIA ISRAELI AIRLINES LTD.;PotCust;;;Israel - IL - Asia;Asia;Middle East;;Standard;AIRL;;1 month;0,00;0,00;0,00;0;;;;All;;;;;0,00;;;;  ;2013-05-01;;Lufthansa Lido;;;;;;;;0,00;2020-10-03 10:02;;Oliver Williams;;;;Air Support;Closed correctly;Martin Bjerregaard
1204;;Art Aviation;Art Aviation;Quarantine;;;Russian Federation - RU - Europe;Europe;Europe Eastern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;FSP without PPS;;;;;;;;0,00;2020-10-03 10:02;;Anette Asklev;;;;;;
1207;COM13363;Asia Jet Sdn Bhd;ASIA JET;PotCust;;;Malaysia - MY - Asia;Asia;Asia South-eastern;;;GA-BA;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Jepp Jetplanner;;;;;;;;0,00;2020-10-03 10:02;;John Tan;;;;;;
1209;;Belair Airlines AG;Belair Airlines AG;NonCust;;;Switzerland - CH - Europe;Europe;Europe Western;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Lufthansa Lido;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
1210;;Ryanair Sun (BUZZ);Ryanair Sun (BUZZ);PotCust;;;Poland - PL - Europe;Europe;Europe Eastern;;;AIRL;;1 month;0,00;0,00;0,00;0;;;;;;;;;0,00;;;;  ;;;Lufthansa Lido;;;;;;;;0,00;2020-10-03 10:02;;;;;;;;
1211;COM12577;ASISTIM (SITA);ASISTIM;Customer;1;;Germany - DE - Europe;Europe;Europe Western;;Standard;FSP;EUR5;1 month;40,00;8,00;0,00;0;2025-10-20;Lene Villumsen;;;;;;;0,00;;;;  ;2013-09-01;●;PPS;;;;;;;;0,00;2020-10-03 10:02;;Peter Gravesen;;;;;;
