Company.Nav Customer No,Company,Company.Customer Status,Company.Company name,Company.Country.Region,Company.Country.Sub Region,Company.Country,"Company.Closed, last invoice date", 2 022,Dev22-23, 2 023,Dev23-24, 2 024,Dev24-25,"2,025.00",Year to date,Last 12 months,Last year to date,Last financial year,Company.Invoice Type,Company.Region + Tier,Company.Operator,Balance,Balance NOT Due,Due 1-30 days,Due 31-60 days,Due 61-90 days,Due > 90 days,Record ID (System),Company.Fleet Size,Company.Customer Since,Company.Currency
COM11363,Air Link International (CY) Ltd - Cyprus,Customer,Air Link International (CY) Ltd,Europe,Europe Southern,Cyprus - CY - Europe,, 42 731,-3%, 41 495,8%, 44 829,8%,"48,401.00","25,920.00","50,343.00","23,978.00","48,401.00",Old FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1081,0,2006-11-01,EUR
COM11368,Flex Flight ApS - Denmark,Customer,Flex Flight ApS,Europe,Europe Northern,Denmark - DK - Europe,, 140 878,19%, 168 314,-4%, 160 806,-38%,"100,084.00","46,254.00","79,171.00","67,168.00","100,084.00",Standard,EUR4,GA-BA,"10,117.00",0.00,"5,059.00","5,059.00",0.00,0.00,1082,3,2006-11-01,EUR
COM11386,LOGANAIR Ltd.a - United Kingdom of Great Britain and Northern Ireland,Customer,LOGANAIR Ltd.a,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 778 187,1%, 787 965,9%, 857 281,8%,"928,827.00","601,340.00","986,971.00","543,196.00","928,827.00",Standard,EUR3,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1083,35,2007-07-01,EUR
COM11391,Babcock Scandinavian Air Ambulance AB - Sweden,NonCust,Babcock Scandinavian Air Ambulance AB,Europe,Europe Northern,Sweden - SE - Europe,, 92 161,-33%, 61 596,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1084,2,2007-05-01,EUR
COM11394,SaxonAir Charter Ltd. - United Kingdom of Great Britain and Northern Ireland,PotCust,SaxonAir Charter Ltd.,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 147 415,0%, 147 503,-12%, 130 507,34%,"174,908.00","43,763.00","112,200.00","106,472.00","174,908.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1085,6,2007-06-01,EUR
COM11404,SAAB AB - Sweden,Customer,SAAB AB,Europe,Europe Northern,Sweden - SE - Europe,, 100 913,51%, 152 275,6%, 161 687,-23%,"124,230.00",0.00,"124,230.00",0.00,"124,230.00",Old,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1086,12,2008-03-01,EUR
COM11411,Papier-Mettler KG - Germany,PotCust,Papier-Mettler KG,Europe,Europe Western,Germany - DE - Europe,2025-02-28, 43 089,9%, 46 765,8%, 50 516,-82%,"9,018.00",0.00,0.00,"9,018.00","9,018.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1087,2,2007-08-01,EUR
COM11413,Air Baltic - Latvia,Customer,Air Baltic,Europe,Europe Northern,Latvia - LV - Europe,,  ,0%, 109 253,168%, 293 342,4%,"305,543.00","203,523.00","331,279.00","177,786.00","305,543.00",Standard,EUR3,AIRL,"29,202.00",0.00,"29,202.00",0.00,0.00,0.00,1088,50,2023-08-23,EUR
COM11416,HTM Jet Service GmbH & Co KG - Germany,PotCust,HTM Jet Service GmbH & Co KG,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1089,0,2007-08-01,EUR
COM11417,ACT AIRLINES - Turkey,PotCust,ACT AIRLINES,Asia,Middle East,Turkey - TR - Asia,, 10 560,"2,496%", 274 158,-9%, 250 358,-100%,0.00,0.00,0.00,0.00,0.00,Standard,APAC4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1090,5,2022-06-20,EUR
COM11423,ABC Bedarfsflug GmbH - Austria,Customer,ABC Bedarfsflug GmbH,Europe,Europe Western,Austria - AT - Europe,, 82 238,21%, 99 749,-15%, 84 546,12%,"94,367.00","57,010.00","96,349.00","55,028.00","94,367.00",Standard,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1091,10,2007-08-01,EUR
COM11424,Bel Air Aviation A/S - Denmark,PotCust,Bel Air Aviation A/S,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1092,0,,EUR
COM11427,VistaJet GmbH (Air Hamburg) - Germany,Customer,VistaJet GmbH (Air Hamburg),Europe,Europe Western,Germany - DE - Europe,, 805 713,-3%, 780 404,-17%, 650 223,-31%,"451,001.00","283,629.00","471,638.00","262,992.00","451,001.00",Standard,EUR3,GA-BA,"40,372.00",0.00,"40,372.00",0.00,0.00,0.00,1093,41,2007-11-01,EUR
COM11438,AMAPOLA FLYG AB - Sweden,Customer,AMAPOLA FLYG AB,Europe,Europe Northern,Sweden - SE - Europe,, 84 978,269%, 313 563,21%, 378 904,13%,"427,809.00","266,370.00","446,419.00","247,761.00","427,809.00",Standard,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1094,12,2007-10-01,EUR
COM11440,EMPIRE AVIATION GROUP - United Arab Emirates,Customer,EMPIRE AVIATION GROUP,Asia,Middle East,United Arab Emirates - AE - Asia,, 234 245,6%, 247 529,13%, 279 019,23%,"342,764.00","1,025.00","341,815.00","1,974.00","342,764.00",Old,APAC4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1095,18,2007-11-01,EUR
COM11452,UNICAIR (Air Alliance Express AG & Co. KG) - Germany,Customer,UNICAIR (Air Alliance Express AG & Co. KG),Europe,Europe Western,Germany - DE - Europe,, 178 760,16%, 206 538,57%, 324 735,14%,"369,879.00","193,893.00","370,554.00","193,218.00","369,879.00",Old,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1096,10,2012-12-01,EUR
COM11466,SPRINTAIR SA - Poland,Customer,SPRINTAIR SA,Europe,Europe Eastern,Poland - PL - Europe,, 282 162,-1%, 279 930,7%, 298 879,-3%,"290,970.00","195,565.00","316,533.00","170,002.00","290,970.00",Standard,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1097,15,2008-03-01,EUR
COM11467,"Air Tanzania Company Ltd. - Tanzania, United Republic of",PotCust,Air Tanzania Company Ltd.,Africa,Africa Sub-Saharan,"Tanzania, United Republic of - TZ - Africa",,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1098,0,,EUR
COM11469,Signum Aviation - United Kingdom of Great Britain and Northern Ireland,Customer,Signum Aviation,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 450 455,2%, 459 777,33%, 609 889,-14%,"527,438.00","210,077.00","388,446.00","349,069.00","527,438.00",New FSP,EUR5,FSP,"27,776.00",0.00,"27,776.00",0.00,0.00,0.00,1099,1,2012-05-01,EUR
COM11488,GLOBEAIR AG - Austria,Customer,GLOBEAIR AG,Europe,Europe Western,Austria - AT - Europe,, 170 179,1%, 171 435,3%, 176 512,14%,"201,490.00","128,170.00","213,807.00","115,854.00","201,490.00",Standard,EUR4,GA-BA,"18,316.00",0.00,"18,316.00",0.00,0.00,0.00,1100,19,2008-09-01,EUR
COM11494,Flightworx Aviation Ltd. - United Kingdom of Great Britain and Northern Ireland,Customer,Flightworx Aviation Ltd.,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 979 705,-53%, 460 092,-29%, 324 417,-27%,"236,941.00","165,972.00","270,762.00","132,151.00","236,941.00",New FSP,EUR5,FSP,"22,992.00",0.00,"22,992.00",0.00,0.00,0.00,1101,1,2008-05-01,EUR
COM11502,Air Charter Scotland Ltd. - United Kingdom of Great Britain and Northern Ireland,Customer,Air Charter Scotland Ltd.,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 160 297,33%, 213 350,8%, 230 452,-12%,"202,368.00","90,706.00","161,261.00","131,814.00","202,368.00",Standard,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1102,9,2008-07-01,EUR
COM11507,AER ARANN Ltd. (STOBART) - Ireland,NonCust,AER ARANN Ltd. (STOBART),Europe,Europe Northern,Ireland - IE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1103,0,2008-09-01,EUR
COM11518,MAERSK AIR CARGO (Tidligere STAR AIR) - Denmark,Pending Closure,MAERSK AIR CARGO (Tidligere STAR AIR),Europe,Europe Northern,Denmark - DK - Europe,, 830 715,34%,1 111 473,22%,1 353 497,-7%,"1,252,317.00","788,531.00","1,304,907.00","735,941.00","1,252,317.00",Standard,EUR4,AIRL,"112,152.00",0.00,"112,152.00",0.00,0.00,0.00,1104,20,2011-11-01,EUR
COM11538,UNITED AVIATION - Libya,PotCust,UNITED AVIATION,Africa,Africa Northern,Libya - LY - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,AFR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1105,1,2019-04-01,EUR
COM11556,AVFUEL & AVPLAN - PACIFIC COAST FORECASTING Corporation 2 - United States of America,Customer,AVFUEL & AVPLAN - PACIFIC COAST FORECASTING Corporation 2,Americas,"America, Northern",United States of America - US - Americas,, 38 586,8%, 41 495,8%, 44 829,8%,"48,401.00","25,920.00","50,343.00","23,978.00","48,401.00",Old FSP,AME5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1106,0,2009-02-13,EUR
COM11565,NATEAM,PotCust,NATEAM,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1107,0,,EUR
COM11571,EUROJET SERVIS sB.r.o. - Czechia,Customer,EUROJET SERVIS sB.r.o.,Europe,Europe Eastern,Czechia - CZ - Europe,, 45 549,-7%, 42 515,8%, 46 007,14%,"52,344.00","30,032.00","52,755.00","29,621.00","52,344.00",New FSP,EUR5,FSP,"4,269.00",0.00,"4,269.00",0.00,0.00,0.00,1108,0,2008-10-01,EUR
COM11573,ALKAN AIR - Egypt,Customer,ALKAN AIR,Africa,Africa Northern,Egypt - EG - Africa,, 32 944,-2%, 32 156,1%, 32 326,-13%,"28,129.00","15,209.00","29,279.00","14,059.00","28,129.00",Old,AFR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1109,2,2008-08-01,EUR
COM11595,OLYMPIC AIR S.A. - Greece,Customer,OLYMPIC AIR S.A.,Europe,Europe Southern,Greece - GR - Europe,, 391 931,9%, 426 481,7%, 456 333,7%,"489,092.00","479,715.00","479,715.00","489,092.00","489,092.00",Old,EUR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1110,17,2009-08-01,EUR
COM11611,Cimber A/S,NonCust,Cimber A/S,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1111,0,,EUR
COM11612,Aviation Bridge LTD - Israel,PotCust,Aviation Bridge LTD,Asia,Middle East,Israel - IL - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1112,0,,USD
COM11619,Goldeck-Flug GmbH - Austria,NonCust,Goldeck-Flug GmbH,Europe,Europe Western,Austria - AT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1113,0,2016-03-08,EUR
COM11622,Panaviatic Ltd - Estonia,Customer,Panaviatic Ltd,Europe,Europe Northern,Estonia - EE - Europe,, 52 136,-15%, 44 492,3%, 45 876,54%,"70,571.00","41,008.00","73,161.00","38,418.00","70,571.00",Standard,EUR5,GA-BA,"5,678.00",0.00,"5,678.00",0.00,0.00,0.00,1114,5,2012-08-01,EUR
COM11637,EastUnion CJSC - Russian Federation,Quarantine,EastUnion CJSC,Europe,Europe Eastern,Russian Federation - RU - Europe,, 7 488,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,New FSP,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1115,1,2009-04-01,EUR
COM11640,BH AIR Ltd. - Bulgaria,PotCust,BH AIR Ltd.,Europe,Europe Eastern,Bulgaria - BG - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1116,0,,EUR
COM11650,SEABORNE AIRLINES Inc. - United States of America,Customer,SEABORNE AIRLINES Inc.,Americas,"America, Northern",United States of America - US - Americas,, 50 127,16%, 58 264,38%, 80 372,15%,"92,653.00","64,025.00","101,446.00","55,232.00","92,653.00",Standard,AME5,AIRL,"18,585.00",0.00,"9,292.00","9,292.00",0.00,0.00,1117,3,2012-11-01,USD
COM11653,West Atlantic UK Ltd. - United Kingdom of Great Britain and Northern Ireland,Customer,West Atlantic UK Ltd.,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 790 063,-7%, 731 248,0%, 730 203,-8%,"668,974.00","421,158.00","695,704.00","394,428.00","668,974.00",Standard,EUR4,AIRL,"55,712.00",0.00,"55,712.00",0.00,0.00,0.00,1118,20,2010-01-01,EUR
COM11655,Flair Aviation GmbH - Germany,PotCust,Flair Aviation GmbH,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1119,1,2010-09-01,EUR
COM11665,Call & Fly - Poland,NonCust,Call & Fly,Europe,Europe Eastern,Poland - PL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1120,0,,EUR
COM11668,Bin Air Aero Service GmbH - Germany,PotCust,Bin Air Aero Service GmbH,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1121,0,,EUR
COM11680,GestAir - Spain,Customer,GestAir,Europe,Europe Southern,Spain - ES - Europe,, 497 370,0%, 496 682,1%, 500 789,-3%,"487,390.00","142,186.00","335,519.00","294,058.00","487,390.00",New FSP,EUR4,FSP,"6,601.00",0.00,"6,601.00",0.00,0.00,0.00,1122,1,2009-06-01,EUR
COM11682,Dana Airlines Limited - Nigeria,PotCust,Dana Airlines Limited,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1123,0,2021-06-04,USD
COM11724,United Aviation Services (with EULA) aka UAS Int. Trip Support - United Arab Emirates,Customer,United Aviation Services (with EULA) aka UAS Int. Trip Support,Asia,Middle East,United Arab Emirates - AE - Asia,, 260 582,25%, 326 760,-5%, 311 035,11%,"344,933.00","213,056.00","361,650.00","196,339.00","344,933.00",New FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1124,0,2010-11-01,EUR
COM11742,JETBASE - Portugal,PotCust,JETBASE,Europe,Europe Southern,Portugal - PT - Europe,, 73 986,25%, 92 450,-32%, 63 082,-100%,0.00,0.00,0.00,0.00,0.00,New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1125,0,2013-01-01,EUR
COM11743,PETRO AIR - Libya,Customer,PETRO AIR,Africa,Africa Northern,Libya - LY - Africa,, 91 319,-43%, 51 684,97%, 101 726,-11%,"90,252.00","60,155.00","106,403.00","44,004.00","90,252.00",Old,AFR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1126,5,2013-11-01,EUR
COM11770,Fly Aviation Services - United Arab Emirates,Customer,Fly Aviation Services,Asia,Middle East,United Arab Emirates - AE - Asia,, 42 156,12%, 47 379,3%, 49 008,29%,"63,342.00","36,451.00","69,298.00","30,495.00","63,342.00",Old FSP,APAC5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1127,0,2009-12-01,EUR
COM11797,Flexjet Operations Ltd - United Kingdom of Great Britain and Northern Ireland,PotCust,Flexjet Operations Ltd,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1128,0,2009-11-01,EUR
COM11806,ELITAVIA - Malta,Customer,ELITAVIA,Europe,Europe Southern,Malta - MT - Europe,, 256 862,-2%, 252 299,21%, 306 247,11%,"338,600.00","182,902.00","316,618.00","204,883.00","338,600.00",Standard,EUR4,GA-BA,"27,124.00",0.00,"27,124.00",0.00,0.00,0.00,1129,14,2011-07-01,EUR
COM11812,Wolf Flugplanungen (VIE) - Austria,Customer,Wolf Flugplanungen (VIE),Europe,Europe Western,Austria - AT - Europe,, 56 557,-55%, 25 171,8%, 27 195,7%,"29,179.00","15,422.00","27,586.00","17,015.00","29,179.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1130,8,2015-02-01,EUR
COM11835,S.C. AVIATIQ SUPPORT S.R.L - Romania,Customer,S.C. AVIATIQ SUPPORT S.R.L,Europe,Europe Eastern,Romania - RO - Europe,, 496 250,-28%, 357 572,1%, 361 003,-2%,"354,602.00","92,458.00","286,507.00","160,553.00","354,602.00",Old FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1131,1,2010-07-01,EUR
COM11843,ENAV S.p.A. Flight Inspection Dept. - Italy,PotCust,ENAV S.p.A. Flight Inspection Dept.,Europe,Europe Southern,Italy - IT - Europe,, 51 409,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1132,0,2010-04-01,EUR
COM11854,HERON Luftfahrt GmbH & Co. KG - Germany,Customer,HERON Luftfahrt GmbH & Co. KG,Europe,Europe Western,Germany - DE - Europe,, 107 459,29%, 138 324,8%, 149 333,-37%,"93,698.00","19,439.00","59,521.00","53,616.00","93,698.00",Old,EUR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1133,15,2011-10-01,EUR
COM11859,AMJET EXECUTIVE - Greece,Quarantine,AMJET EXECUTIVE,Europe,Europe Southern,Greece - GR - Europe,, 28 598,110%, 59 931,-48%, 30 922,-100%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1134,1,2012-10-01,EUR
COM11861,LIBERTY AIR - Netherlands,PotCust,LIBERTY AIR,Europe,Europe Western,Netherlands - NL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1135,0,2006-09-01,EUR
COM11865,CityJet DAC - Ireland,Customer,CityJet DAC,Europe,Europe Northern,Ireland - IE - Europe,, 503 413,8%, 546 001,5%, 570 712,10%,"626,319.00","377,470.00","635,458.00","368,331.00","626,319.00",Standard,EUR4,AIRL,"53,845.00",0.00,"53,845.00",0.00,0.00,0.00,1136,22,2017-06-01,EUR
COM11869,ACCESS FLIGHT SUPPORT FZE - United Arab Emirates,PotCust,ACCESS FLIGHT SUPPORT FZE,Asia,Middle East,United Arab Emirates - AE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old FSP,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1137,,2010-06-01,USD
COM11884,NEXT JET TEST,NonCust,NEXT JET TEST,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1138,0,,EUR
COM11885,AJ PRODUKTER AB - Sweden,PotCust,AJ PRODUKTER AB,Europe,Europe Northern,Sweden - SE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1139,0,2011-11-01,EUR
COM11887,Avcon Jet AG - Austria,PotCust,Avcon Jet AG,Europe,Europe Western,Austria - AT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1140,0,,EUR
COM11888,Jetflight Aviation Ltd. - Cyprus,Customer,Jetflight Aviation Ltd.,Asia,Middle East,Cyprus - C1 - Asia,, 406 228,-12%, 356 851,4%, 369 780,15%,"424,164.00","320,442.00","500,900.00","243,707.00","424,164.00",New FSP,EUR5,FSP,"107,347.00",0.00,"55,750.00","51,597.00",0.00,0.00,1141,0,2013-12-01,EUR
COM11892,2 Excel Aviation Limited - United Kingdom of Great Britain and Northern Ireland,PotCust,2 Excel Aviation Limited,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 68 205,-81%, 12 765,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1142,0,2011-04-01,EUR
COM11898,PEAK Air GMBH - Germany,PotCust,PEAK Air GMBH,Europe,Europe Western,Germany - DE - Europe,, 60 455,7%, 64 823,7%, 69 534,-100%,0.00,0.00,0.00,0.00,0.00,Old,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1143,3,2007-07-01,EUR
COM11902,AIS Airlines - Netherlands,Customer,AIS Airlines,Europe,Europe Western,Netherlands - NL - Europe,, 48 786,34%, 65 140,8%, 70 047,-33%,"46,625.00","24,117.00","38,941.00","31,801.00","46,625.00",Standard,EUR5,AIRL,"3,162.00",0.00,"3,162.00",0.00,0.00,0.00,1144,3,2010-08-01,EUR
COM11903,Jota Aviation Ltd - United Kingdom of Great Britain and Northern Ireland,NonCust,Jota Aviation Ltd,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  10,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1145,0,2010-06-01,EUR
COM11909,Sovereign Business Jets Limited - United Kingdom of Great Britain and Northern Ireland,PotCust,Sovereign Business Jets Limited,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1146,0,2010-05-01,EUR
COM11910,Air Europa - Spain,PotCust,Air Europa,Europe,Europe Southern,Spain - ES - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR2,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1147,60,,EUR
COM11934,Speedwings Business SA (Sparfell) - Switzerland,Customer,Speedwings Business SA (Sparfell),Europe,Europe Western,Switzerland - CH - Europe,, 39 370,-22%, 30 759,8%, 33 231,10%,"36,488.00","23,014.00","38,224.00","21,277.00","36,488.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1148,1,2014-10-01,EUR
COM11939,Continental Jet Services - United Arab Emirates,Customer,Continental Jet Services,Asia,Middle East,United Arab Emirates - AE - Asia,, 38 744,6%, 40 930,8%, 44 225,7%,"47,378.00","29,874.00","49,625.00","27,628.00","47,378.00",New FSP,APAC5,FSP,315.00,0.00,"4,269.00","-3,954.00",0.00,0.00,1149,0,2012-05-01,EUR
COM11941,BESTFLY - Angola,PotCust,BESTFLY,Africa,Africa Sub-Saharan,Angola - AO - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1150,0,,EUR
COM11977,IBEROSIME FS S.L. - Spain,Customer,IBEROSIME FS S.L.,Europe,Europe Southern,Spain - ES - Europe,, 115 144,9%, 125 436,9%, 137 229,4%,"142,064.00","25,920.00","144,006.00","23,978.00","142,064.00",Old FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1151,1,2011-03-01,EUR
COM11995,AirOp Aviation Management Service - India,PotCust,AirOp Aviation Management Service,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old FSP,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1152,0,,EUR
COM11997,IAS Medical Ltd. - United Kingdom of Great Britain and Northern Ireland,Customer,IAS Medical Ltd.,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,, 67 580,5%, 71 175,8%, 76 891,22%,"93,915.00","59,236.00","98,386.00","54,765.00","93,915.00",Standard,EUR4,GA-BA,"16,930.00",0.00,"8,465.00","8,465.00",0.00,0.00,1153,7,2011-04-01,EUR
COM12003,FCG OPS (Flight Consulting Group) - Cyprus,Customer,FCG OPS (Flight Consulting Group),Europe,Europe Southern,Cyprus - CY - Europe,, 163 838,-42%, 95 644,-31%, 66 310,-21%,"52,181.00","45,648.00","67,265.00","30,564.00","52,181.00",New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1154,1,2010-07-01,EUR
COM12004,HollandOPS,NonCust,HollandOPS,,,,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1155,0,,EUR
COM12010,HQ Flight & Operations Support GmbH - Germany,Customer,HQ Flight & Operations Support GmbH,Europe,Europe Western,Germany - DE - Europe,, 181 481,-4%, 174 659,7%, 186 431,29%,"241,211.00","94,991.00","194,601.00","141,600.00","241,211.00",Old FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1156,0,2011-06-01,EUR
COM12017,Jet-Stream Ops Kft. - Hungary,Customer,Jet-Stream Ops Kft.,Europe,Europe Eastern,Hungary - HU - Europe,, 348 034,8%, 374 975,5%, 394 949,30%,"514,116.00","245,100.00","511,720.00","247,496.00","514,116.00",Old FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1157,0,2011-06-01,EUR
COM12024,SCANWINGS LTD - Finland,PotCust,SCANWINGS LTD,Europe,Europe Northern,Finland - FI - Europe,, 82 824,-31%, 56 986,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1158,2,2012-10-01,EUR
COM12034,Air X Charter (Germany) GmbH & Co KG - Germany,PotCust,Air X Charter (Germany) GmbH & Co KG,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1159,0,2011-01-01,EUR
COM12038,SMART AVIATION - Egypt,Customer,SMART AVIATION,Africa,Africa Northern,Egypt - EG - Africa,, 105 205,-11%, 94 082,15%, 107 872,-3%,"104,333.00","55,799.00","109,009.00","51,123.00","104,333.00",Old,AFR4,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1160,6,2018-10-01,EUR
